35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56102, 58188, 0, 0, 0, 0, 0.03557971467192016
35, 56102, 58188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035577216565132526
35, 0, 0, 0, 0, 0, 0, 0, 0, 56102, 58188, 0, 0, 0, 0, 0, 0, 0.035577321042211174
35, 0, 0, 56102, 58188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035571406430764424
35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55100, 57088, 0.03557317898576288
35, 0, 0, 0, 0, 0, 0, 56102, 58188, 0, 0, 0, 0, 0, 0, 0, 0, 0.03557079425549043
35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56102, 58188, 0, 0, 0.03557004917541369
35, 0, 0, 0, 0, 56102, 58188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03556852800996649
36, 57182, 58908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03477301369321298
36, 0, 0, 0, 0, 57182, 59348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03477217978896552
36, 0, 0, 57182, 59348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03477218481883262
36, 0, 0, 0, 0, 0, 0, 0, 0, 57182, 59348, 0, 0, 0, 0, 0, 0, 0.034771234398600775
36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57182, 59348, 0, 0, 0.03477071728263718
36, 0, 0, 0, 0, 0, 0, 57182, 59348, 0, 0, 0, 0, 0, 0, 0, 0, 0.03476935539057468
36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57182, 59348, 0, 0, 0, 0, 0.03476892571033504
36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56180, 58228, 0.03477123891131908
37, 0, 0, 0, 0, 0, 0, 58263, 60528, 0, 0, 0, 0, 0, 0, 0, 0, 0.03390119013154342
37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58263, 60528, 0, 0, 0.033903256130310075
37, 0, 0, 0, 0, 0, 0, 0, 0, 58263, 60528, 0, 0, 0, 0, 0, 0, 0.033903551157197016
37, 58263, 59988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03390261062334129
37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57261, 59348, 0.0339032187278447
37, 0, 0, 0, 0, 58263, 60528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.033900058205820496
37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58263, 60528, 0, 0, 0, 0, 0.03390055192177563
37, 0, 0, 58263, 60528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03389844131233502
38, 0, 0, 59343, 61688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0330368363838728
38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59343, 61688, 0, 0, 0, 0, 0.03303684253937087
38, 0, 0, 0, 0, 0, 0, 0, 0, 59343, 61688, 0, 0, 0, 0, 0, 0, 0.03303460673700839
38, 59343, 61688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03303427648774668
38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58341, 60488, 0.03303418364950728
38, 0, 0, 0, 0, 0, 0, 59343, 61688, 0, 0, 0, 0, 0, 0, 0, 0, 0.03303353461282443
38, 0, 0, 0, 0, 59343, 61688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03303232976620394
38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59343, 61708, 0, 0, 0.03303379068074431
39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60423, 62848, 0, 0, 0.03236087573819849
39, 0, 0, 0, 0, 60423, 62848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03236067021129616
39, 60423, 62288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.032360266259359304
39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60423, 62848, 0, 0, 0, 0, 0.03235801854400718
39, 0, 0, 0, 0, 0, 0, 60423, 62848, 0, 0, 0, 0, 0, 0, 0, 0, 0.03236175442269492
39, 0, 0, 0, 0, 0, 0, 0, 0, 60423, 62848, 0, 0, 0, 0, 0, 0, 0.03235779339281888
39, 0, 0, 60423, 62848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0323605649090426
39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59421, 61628, 0.03235972061310027
40, 0, 0, 61503, 64028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03161587318108022
40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60501, 62768, 0.03161358030174951
40, 0, 0, 0, 0, 61503, 64028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031615355932041615
40, 0, 0, 0, 0, 0, 0, 0, 0, 61503, 64028, 0, 0, 0, 0, 0, 0, 0.03161493303370429
40, 61503, 64028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0316157455518571
40, 0, 0, 0, 0, 0, 0, 61503, 63448, 0, 0, 0, 0, 0, 0, 0, 0, 0.03161684375898009
40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61503, 64028, 0, 0, 0.03161643505446591
40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61503, 64028, 0, 0, 0, 0, 0.03161504850295756
41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62584, 65188, 0, 0, 0.03122295848754445
41, 0, 0, 0, 0, 0, 0, 62584, 65188, 0, 0, 0, 0, 0, 0, 0, 0, 0.031221889147592326
41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61582, 63908, 0.03122147873753017
41, 0, 0, 0, 0, 0, 0, 0, 0, 62584, 65188, 0, 0, 0, 0, 0, 0, 0.0312213362173043
41, 62584, 65188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031221464905381958
41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62584, 65188, 0, 0, 0, 0, 0.03122246729503915
41, 0, 0, 0, 0, 62584, 64588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031223450064195187
41, 0, 0, 62584, 65188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031221025921357906
42, OOM
42, OOM
42, OOM
42, OOM
42, OOM
42, OOM
42, OOM
42, OOM
